VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_NORMAL0.w, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
0, 0, 0.05873, 0.34421, -0.53575, -0.3147, 0.93555, 0.16162, 0.00, -0.36108, 0.03955, -0.93164, -1.00, 0.94092, 0.74756, 0.23213, 0.99094
1, 1, 0.05779, 0.34267, -0.52868, -0.3147, 0.93555, 0.16162, 0.00, -0.36108, 0.03955, -0.93164, -1.00, 0.93701, 0.74609, 0.23471, 0.9917
2, 2, 0.06426, 0.34593, -0.53493, -0.3147, 0.93555, 0.16162, 0.00, -0.36108, 0.03955, -0.93164, -1.00, 0.93994, 0.75, 0.23296, 0.9894
3, 3, 0.06426, 0.34593, -0.53493, -0.92871, 0.23914, 0.28296, 0.00, -0.22021, 0.25757, -0.94092, -1.00, 0.93994, 0.75, 0.23296, 0.9894
4, 4, 0.06992, 0.36497, -0.53246, -0.92871, 0.23914, 0.28296, 0.00, -0.22021, 0.25757, -0.94092, -1.00, 0.93799, 0.75928, 0.23456, 0.98341
5, 5, 0.06596, 0.35623, -0.53806, -0.92871, 0.23914, 0.28296, 0.00, -0.22021, 0.25757, -0.94092, -1.00, 0.94141, 0.75439, 0.23229, 0.98627
6, 6, 0.06426, 0.34593, -0.53493, -0.23499, 0.31812, 0.91846, 0.00, -0.74512, 0.54785, -0.38037, -1.00, 0.93994, 0.75, 0.23296, 0.9894
7, 7, 0.06596, 0.35623, -0.53806, -0.23499, 0.31812, 0.91846, 0.00, -0.74512, 0.54785, -0.38037, -1.00, 0.94141, 0.75439, 0.23229, 0.98627
8, 8, 0.05873, 0.34421, -0.53575, -0.23499, 0.31812, 0.91846, 0.00, -0.74512, 0.54785, -0.38037, -1.00, 0.94092, 0.74756, 0.23213, 0.99094
9, 9, 0.06992, 0.36497, -0.53246, -0.68408, 0.4812, -0.54834, 0.00, 0.45361, -0.30811, -0.83643, -1.00, 0.93799, 0.75928, 0.23456, 0.98341
10, 10, 0.08349, 0.38128, -0.53174, -0.75781, 0.53955, -0.36694, 0.00, 0.30908, -0.19812, -0.93018, -1.00, 0.93896, 0.771, 0.23444, 0.97633
11, 11, 0.06596, 0.35623, -0.53806, -0.68262, 0.5874, -0.43481, 0.00, 0.32104, -0.29346, -0.90039, -1.00, 0.94141, 0.75439, 0.23229, 0.98627
12, 10, 0.08349, 0.38128, -0.53174, -0.75781, 0.53955, -0.36694, 0.00, 0.30908, -0.19812, -0.93018, -1.00, 0.93896, 0.771, 0.23444, 0.97633
13, 9, 0.06992, 0.36497, -0.53246, -0.68408, 0.4812, -0.54834, 0.00, 0.45361, -0.30811, -0.83643, -1.00, 0.93799, 0.75928, 0.23456, 0.98341
14, 12, 0.08063, 0.38115, -0.52635, -0.55859, 0.48413, -0.67334, 0.00, 0.56299, -0.375, -0.73633, -1.00, 0.93604, 0.77002, 0.23639, 0.97689
15, 12, 0.08063, 0.38115, -0.52635, -0.55859, 0.48413, -0.67334, 0.00, 0.56299, -0.375, -0.73633, -1.00, 0.93604, 0.77002, 0.23639, 0.97689
16, 13, 0.09399, 0.39746, -0.53369, -0.77979, 0.43457, -0.45068, 0.00, 0.36157, -0.2749, -0.89111, -1.00, 0.93994, 0.78125, 0.23372, 0.96973
17, 10, 0.08349, 0.38128, -0.53174, -0.75781, 0.53955, -0.36694, 0.00, 0.30908, -0.19812, -0.93018, -1.00, 0.93896, 0.771, 0.23444, 0.97633
18, 14, 0.06773, 0.37195, -0.52618, -0.69629, 0.4165, -0.58496, 0.00, 0.45166, -0.37915, -0.80762, -1.00, 0.93311, 0.76172, 0.2377, 0.9822
19, 12, 0.08063, 0.38115, -0.52635, -0.55859, 0.48413, -0.67334, 0.00, 0.56299, -0.375, -0.73633, -1.00, 0.93604, 0.77002, 0.23639, 0.97689
20, 9, 0.06992, 0.36497, -0.53246, -0.68408, 0.4812, -0.54834, 0.00, 0.45361, -0.30811, -0.83643, -1.00, 0.93799, 0.75928, 0.23456, 0.98341
21, 15, 0.06426, 0.34593, -0.53493, -0.73779, 0.30127, -0.604, 0.00, 0.46533, -0.42139, -0.77832, -1.00, 0.93994, 0.75, 0.23296, 0.9894
22, 14, 0.06773, 0.37195, -0.52618, -0.69629, 0.4165, -0.58496, 0.00, 0.45166, -0.37915, -0.80762, -1.00, 0.93311, 0.76172, 0.2377, 0.9822
23, 9, 0.06992, 0.36497, -0.53246, -0.68408, 0.4812, -0.54834, 0.00, 0.45361, -0.30811, -0.83643, -1.00, 0.93799, 0.75928, 0.23456, 0.98341
24, 16, 0.05779, 0.34267, -0.52868, -0.98535, 0.1604, -0.06125, 0.00, 0.00489, -0.33032, -0.94385, -1.00, 0.93701, 0.74609, 0.23471, 0.9917
25, 14, 0.06773, 0.37195, -0.52618, -0.69629, 0.4165, -0.58496, 0.00, 0.45166, -0.37915, -0.80762, -1.00, 0.93311, 0.76172, 0.2377, 0.9822
26, 15, 0.06426, 0.34593, -0.53493, -0.73779, 0.30127, -0.604, 0.00, 0.46533, -0.42139, -0.77832, -1.00, 0.93994, 0.75, 0.23296, 0.9894
27, 12, 0.08063, 0.38115, -0.52635, -0.55859, 0.48413, -0.67334, 0.00, 0.56299, -0.375, -0.73633, -1.00, 0.93604, 0.77002, 0.23639, 0.97689
28, 17, 0.08876, 0.39443, -0.52554, -0.63818, 0.38086, -0.66895, 0.00, 0.54639, -0.38818, -0.74219, -1.00, 0.93555, 0.77832, 0.23666, 0.97161
29, 13, 0.09399, 0.39746, -0.53369, -0.77979, 0.43457, -0.45068, 0.00, 0.36157, -0.2749, -0.89111, -1.00, 0.93994, 0.78125, 0.23372, 0.96973
30, 12, 0.08063, 0.38115, -0.52635, -0.55859, 0.48413, -0.67334, 0.00, 0.56299, -0.375, -0.73633, -1.00, 0.93604, 0.77002, 0.23639, 0.97689
31, 14, 0.06773, 0.37195, -0.52618, -0.69629, 0.4165, -0.58496, 0.00, 0.45166, -0.37915, -0.80762, -1.00, 0.93311, 0.76172, 0.2377, 0.9822
32, 18, 0.07533, 0.40025, -0.51747, -0.68994, 0.29053, -0.66309, 0.00, 0.55029, -0.38379, -0.74121, -1.00, 0.92627, 0.77686, 0.24235, 0.97247
33, 18, 0.07533, 0.40025, -0.51747, -0.68994, 0.29053, -0.66309, 0.00, 0.55029, -0.38379, -0.74121, -1.00, 0.92627, 0.77686, 0.24235, 0.97247
34, 17, 0.08876, 0.39443, -0.52554, -0.63818, 0.38086, -0.66895, 0.00, 0.54639, -0.38818, -0.74219, -1.00, 0.93555, 0.77832, 0.23666, 0.97161
35, 12, 0.08063, 0.38115, -0.52635, -0.55859, 0.48413, -0.67334, 0.00, 0.56299, -0.375, -0.73633, -1.00, 0.93604, 0.77002, 0.23639, 0.97689
36, 19, 0.09757, 0.45137, -0.51496, -0.53076, 0.33447, -0.77881, 0.00, 0.64502, -0.43677, -0.62744, -1.00, 0.92285, 0.80713, 0.24376, 0.95234
37, 17, 0.08876, 0.39443, -0.52554, -0.63818, 0.38086, -0.66895, 0.00, 0.54639, -0.38818, -0.74219, -1.00, 0.93555, 0.77832, 0.23666, 0.97161
38, 18, 0.07533, 0.40025, -0.51747, -0.68994, 0.29053, -0.66309, 0.00, 0.55029, -0.38379, -0.74121, -1.00, 0.92627, 0.77686, 0.24235, 0.97247
39, 20, 0.10158, 0.42032, -0.52649, -0.56348, 0.40991, -0.71729, 0.00, 0.60156, -0.39136, -0.69629, -1.00, 0.93506, 0.79395, 0.23651, 0.96125
40, 13, 0.09399, 0.39746, -0.53369, -0.77979, 0.43457, -0.45068, 0.00, 0.36157, -0.2749, -0.89111, -1.00, 0.93994, 0.78125, 0.23372, 0.96973
41, 17, 0.08876, 0.39443, -0.52554, -0.63818, 0.38086, -0.66895, 0.00, 0.54639, -0.38818, -0.74219, -1.00, 0.93555, 0.77832, 0.23666, 0.97161
42, 17, 0.08876, 0.39443, -0.52554, -0.63818, 0.38086, -0.66895, 0.00, 0.54639, -0.38818, -0.74219, -1.00, 0.93555, 0.77832, 0.23666, 0.97161
43, 19, 0.09757, 0.45137, -0.51496, -0.53076, 0.33447, -0.77881, 0.00, 0.64502, -0.43677, -0.62744, -1.00, 0.92285, 0.80713, 0.24376, 0.95234
44, 20, 0.10158, 0.42032, -0.52649, -0.56348, 0.40991, -0.71729, 0.00, 0.60156, -0.39136, -0.69629, -1.00, 0.93506, 0.79395, 0.23651, 0.96125
45, 20, 0.10158, 0.42032, -0.52649, -0.56348, 0.40991, -0.71729, 0.00, 0.60156, -0.39136, -0.69629, -1.00, 0.93506, 0.79395, 0.23651, 0.96125
46, 21, 0.10414, 0.41444, -0.53304, -0.71436, 0.48193, -0.50732, 0.00, 0.43457, -0.26294, -0.86133, -1.00, 0.93994, 0.79199, 0.23375, 0.96276
47, 13, 0.09399, 0.39746, -0.53369, -0.77979, 0.43457, -0.45068, 0.00, 0.36157, -0.2749, -0.89111, -1.00, 0.93994, 0.78125, 0.23372, 0.96973
48, 20, 0.10158, 0.42032, -0.52649, -0.56348, 0.40991, -0.71729, 0.00, 0.60156, -0.39136, -0.69629, -1.00, 0.93506, 0.79395, 0.23651, 0.96125
49, 22, 0.12138, 0.43726, -0.52965, -0.68652, 0.56738, -0.45483, 0.00, 0.4126, -0.2113, -0.88623, -1.00, 0.94092, 0.80762, 0.23249, 0.95227
50, 21, 0.10414, 0.41444, -0.53304, -0.71436, 0.48193, -0.50732, 0.00, 0.43457, -0.26294, -0.86133, -1.00, 0.93994, 0.79199, 0.23375, 0.96276
51, 20, 0.10158, 0.42032, -0.52649, -0.56348, 0.40991, -0.71729, 0.00, 0.60156, -0.39136, -0.69629, -1.00, 0.93506, 0.79395, 0.23651, 0.96125
52, 23, 0.1194, 0.43973, -0.52163, -0.48218, 0.41992, -0.76904, 0.00, 0.65527, -0.40942, -0.63477, -1.00, 0.93652, 0.80859, 0.23529, 0.95154
53, 22, 0.12138, 0.43726, -0.52965, -0.68652, 0.56738, -0.45483, 0.00, 0.4126, -0.2113, -0.88623, -1.00, 0.94092, 0.80762, 0.23249, 0.95227
54, 23, 0.1194, 0.43973, -0.52163, -0.48218, 0.41992, -0.76904, 0.00, 0.65527, -0.40942, -0.63477, -1.00, 0.93652, 0.80859, 0.23529, 0.95154
55, 20, 0.10158, 0.42032, -0.52649, -0.56348, 0.40991, -0.71729, 0.00, 0.60156, -0.39136, -0.69629, -1.00, 0.93506, 0.79395, 0.23651, 0.96125
56, 19, 0.09757, 0.45137, -0.51496, -0.53076, 0.33447, -0.77881, 0.00, 0.64502, -0.43677, -0.62744, -1.00, 0.92285, 0.80713, 0.24376, 0.95234
57, 24, 0.13123, 0.45309, -0.52855, -0.75195, 0.52881, -0.39331, 0.00, 0.34351, -0.19482, -0.91895, -1.00, 0.94092, 0.81836, 0.23259, 0.94517
58, 22, 0.12138, 0.43726, -0.52965, -0.68652, 0.56738, -0.45483, 0.00, 0.4126, -0.2113, -0.88623, -1.00, 0.94092, 0.80762, 0.23249, 0.95227
59, 23, 0.1194, 0.43973, -0.52163, -0.48218, 0.41992, -0.76904, 0.00, 0.65527, -0.40942, -0.63477, -1.00, 0.93652, 0.80859, 0.23529, 0.95154
60, 24, 0.13123, 0.45309, -0.52855, -0.75195, 0.52881, -0.39331, 0.00, 0.34351, -0.19482, -0.91895, -1.00, 0.94092, 0.81836, 0.23259, 0.94517
61, 23, 0.1194, 0.43973, -0.52163, -0.48218, 0.41992, -0.76904, 0.00, 0.65527, -0.40942, -0.63477, -1.00, 0.93652, 0.80859, 0.23529, 0.95154
62, 25, 0.12843, 0.45301, -0.52231, -0.5542, 0.40088, -0.72949, 0.00, 0.60986, -0.40112, -0.68359, -1.00, 0.93701, 0.81738, 0.23488, 0.94562
63, 19, 0.09757, 0.45137, -0.51496, -0.53076, 0.33447, -0.77881, 0.00, 0.64502, -0.43677, -0.62744, -1.00, 0.92285, 0.80713, 0.24376, 0.95234
64, 25, 0.12843, 0.45301, -0.52231, -0.5542, 0.40088, -0.72949, 0.00, 0.60986, -0.40112, -0.68359, -1.00, 0.93701, 0.81738, 0.23488, 0.94562
65, 23, 0.1194, 0.43973, -0.52163, -0.48218, 0.41992, -0.76904, 0.00, 0.65527, -0.40942, -0.63477, -1.00, 0.93652, 0.80859, 0.23529, 0.95154
66, 25, 0.12843, 0.45301, -0.52231, -0.5542, 0.40088, -0.72949, 0.00, 0.60986, -0.40112, -0.68359, -1.00, 0.93701, 0.81738, 0.23488, 0.94562
67, 26, 0.14392, 0.4704, -0.52663, -0.70313, 0.56885, -0.42676, 0.00, 0.37817, -0.20911, -0.90186, -1.00, 0.94092, 0.83008, 0.23269, 0.93711
68, 24, 0.13123, 0.45309, -0.52855, -0.75195, 0.52881, -0.39331, 0.00, 0.34351, -0.19482, -0.91895, -1.00, 0.94092, 0.81836, 0.23259, 0.94517
69, 25, 0.12843, 0.45301, -0.52231, -0.5542, 0.40088, -0.72949, 0.00, 0.60986, -0.40112, -0.68359, -1.00, 0.93701, 0.81738, 0.23488, 0.94562
70, 27, 0.14177, 0.47399, -0.52004, -0.4707, 0.43311, -0.76855, 0.00, 0.63965, -0.43262, -0.63574, -1.00, 0.93652, 0.83105, 0.23526, 0.93631
71, 26, 0.14392, 0.4704, -0.52663, -0.70313, 0.56885, -0.42676, 0.00, 0.37817, -0.20911, -0.90186, -1.00, 0.94092, 0.83008, 0.23269, 0.93711
72, 28, 0.15973, 0.49044, -0.52481, -0.69873, 0.60303, -0.38525, 0.00, 0.35205, -0.17908, -0.91895, -1.00, 0.94141, 0.84424, 0.23235, 0.92753
73, 26, 0.14392, 0.4704, -0.52663, -0.70313, 0.56885, -0.42676, 0.00, 0.37817, -0.20911, -0.90186, -1.00, 0.94092, 0.83008, 0.23269, 0.93711
74, 27, 0.14177, 0.47399, -0.52004, -0.4707, 0.43311, -0.76855, 0.00, 0.63965, -0.43262, -0.63574, -1.00, 0.93652, 0.83105, 0.23526, 0.93631
75, 29, 0.1228, 0.48498, -0.51348, -0.42993, 0.36328, -0.82666, 0.00, 0.6748, -0.479, -0.56152, -1.00, 0.92383, 0.82959, 0.24299, 0.93704
76, 27, 0.14177, 0.47399, -0.52004, -0.4707, 0.43311, -0.76855, 0.00, 0.63965, -0.43262, -0.63574, -1.00, 0.93652, 0.83105, 0.23526, 0.93631
77, 25, 0.12843, 0.45301, -0.52231, -0.5542, 0.40088, -0.72949, 0.00, 0.60986, -0.40112, -0.68359, -1.00, 0.93701, 0.81738, 0.23488, 0.94562
78, 25, 0.12843, 0.45301, -0.52231, -0.5542, 0.40088, -0.72949, 0.00, 0.60986, -0.40112, -0.68359, -1.00, 0.93701, 0.81738, 0.23488, 0.94562
79, 19, 0.09757, 0.45137, -0.51496, -0.53076, 0.33447, -0.77881, 0.00, 0.64502, -0.43677, -0.62744, -1.00, 0.92285, 0.80713, 0.24376, 0.95234
80, 29, 0.1228, 0.48498, -0.51348, -0.42993, 0.36328, -0.82666, 0.00, 0.6748, -0.479, -0.56152, -1.00, 0.92383, 0.82959, 0.24299, 0.93704
81, 28, 0.15973, 0.49044, -0.52481, -0.69873, 0.60303, -0.38525, 0.00, 0.35205, -0.17908, -0.91895, -1.00, 0.94141, 0.84424, 0.23235, 0.92753
82, 27, 0.14177, 0.47399, -0.52004, -0.4707, 0.43311, -0.76855, 0.00, 0.63965, -0.43262, -0.63574, -1.00, 0.93652, 0.83105, 0.23526, 0.93631
83, 30, 0.15883, 0.49208, -0.51906, -0.49487, 0.47778, -0.72607, 0.00, 0.60303, -0.41309, -0.68262, -1.00, 0.93799, 0.84473, 0.23437, 0.92707
84, 29, 0.1228, 0.48498, -0.51348, -0.42993, 0.36328, -0.82666, 0.00, 0.6748, -0.479, -0.56152, -1.00, 0.92383, 0.82959, 0.24299, 0.93704
85, 30, 0.15883, 0.49208, -0.51906, -0.49487, 0.47778, -0.72607, 0.00, 0.60303, -0.41309, -0.68262, -1.00, 0.93799, 0.84473, 0.23437, 0.92707
86, 27, 0.14177, 0.47399, -0.52004, -0.4707, 0.43311, -0.76855, 0.00, 0.63965, -0.43262, -0.63574, -1.00, 0.93652, 0.83105, 0.23526, 0.93631
87, 30, 0.15883, 0.49208, -0.51906, -0.49487, 0.47778, -0.72607, 0.00, 0.60303, -0.41309, -0.68262, -1.00, 0.93799, 0.84473, 0.23437, 0.92707
88, 29, 0.1228, 0.48498, -0.51348, -0.42993, 0.36328, -0.82666, 0.00, 0.6748, -0.479, -0.56152, -1.00, 0.92383, 0.82959, 0.24299, 0.93704
89, 31, 0.15456, 0.52437, -0.51125, -0.375, 0.32666, -0.86768, 0.00, 0.68994, -0.52686, -0.49658, -1.00, 0.9248, 0.85742, 0.24256, 0.9184
90, 30, 0.15883, 0.49208, -0.51906, -0.49487, 0.47778, -0.72607, 0.00, 0.60303, -0.41309, -0.68262, -1.00, 0.93799, 0.84473, 0.23437, 0.92707
91, 32, 0.16852, 0.50155, -0.5235, -0.75537, 0.56738, -0.32788, 0.00, 0.27124, -0.18481, -0.94482, -1.00, 0.94141, 0.85205, 0.23219, 0.92211
92, 28, 0.15973, 0.49044, -0.52481, -0.69873, 0.60303, -0.38525, 0.00, 0.35205, -0.17908, -0.91895, -1.00, 0.94141, 0.84424, 0.23235, 0.92753
93, 30, 0.15883, 0.49208, -0.51906, -0.49487, 0.47778, -0.72607, 0.00, 0.60303, -0.41309, -0.68262, -1.00, 0.93799, 0.84473, 0.23437, 0.92707
94, 33, 0.16813, 0.5064, -0.51488, -0.46802, 0.36963, -0.80273, 0.00, 0.63379, -0.49243, -0.59619, -1.00, 0.93652, 0.85449, 0.2352, 0.92067
95, 32, 0.16852, 0.50155, -0.5235, -0.75537, 0.56738, -0.32788, 0.00, 0.27124, -0.18481, -0.94482, -1.00, 0.94141, 0.85205, 0.23219, 0.92211
96, 31, 0.15456, 0.52437, -0.51125, -0.375, 0.32666, -0.86768, 0.00, 0.68994, -0.52686, -0.49658, -1.00, 0.9248, 0.85742, 0.24256, 0.9184
97, 33, 0.16813, 0.5064, -0.51488, -0.46802, 0.36963, -0.80273, 0.00, 0.63379, -0.49243, -0.59619, -1.00, 0.93652, 0.85449, 0.2352, 0.92067
98, 30, 0.15883, 0.49208, -0.51906, -0.49487, 0.47778, -0.72607, 0.00, 0.60303, -0.41309, -0.68262, -1.00, 0.93799, 0.84473, 0.23437, 0.92707
99, 34, 0.18022, 0.51845, -0.52504, -0.73535, 0.57373, -0.36084, 0.00, 0.28101, -0.22644, -0.93262, -1.00, 0.94141, 0.86377, 0.23227, 0.9143
100, 32, 0.16852, 0.50155, -0.5235, -0.75537, 0.56738, -0.32788, 0.00, 0.27124, -0.18481, -0.94482, -1.00, 0.94141, 0.85205, 0.23219, 0.92211
101, 33, 0.16813, 0.5064, -0.51488, -0.46802, 0.36963, -0.80273, 0.00, 0.63379, -0.49243, -0.59619, -1.00, 0.93652, 0.85449, 0.2352, 0.92067
102, 34, 0.18022, 0.51845, -0.52504, -0.73535, 0.57373, -0.36084, 0.00, 0.28101, -0.22644, -0.93262, -1.00, 0.94141, 0.86377, 0.23227, 0.9143
103, 33, 0.16813, 0.5064, -0.51488, -0.46802, 0.36963, -0.80273, 0.00, 0.63379, -0.49243, -0.59619, -1.00, 0.93652, 0.85449, 0.2352, 0.92067
104, 35, 0.17749, 0.51803, -0.51861, -0.58691, 0.42212, -0.69092, 0.00, 0.54004, -0.4314, -0.72266, -1.00, 0.9375, 0.86279, 0.23455, 0.91506
105, 31, 0.15456, 0.52437, -0.51125, -0.375, 0.32666, -0.86768, 0.00, 0.68994, -0.52686, -0.49658, -1.00, 0.9248, 0.85742, 0.24256, 0.9184
106, 35, 0.17749, 0.51803, -0.51861, -0.58691, 0.42212, -0.69092, 0.00, 0.54004, -0.4314, -0.72266, -1.00, 0.9375, 0.86279, 0.23455, 0.91506
107, 33, 0.16813, 0.5064, -0.51488, -0.46802, 0.36963, -0.80273, 0.00, 0.63379, -0.49243, -0.59619, -1.00, 0.93652, 0.85449, 0.2352, 0.92067
108, 36, 0.19204, 0.53107, -0.52439, -0.71533, 0.57129, -0.40283, 0.00, 0.31226, -0.25439, -0.91553, -1.00, 0.94189, 0.87354, 0.23207, 0.9079
109, 34, 0.18022, 0.51845, -0.52504, -0.73535, 0.57373, -0.36084, 0.00, 0.28101, -0.22644, -0.93262, -1.00, 0.94141, 0.86377, 0.23227, 0.9143
110, 35, 0.17749, 0.51803, -0.51861, -0.58691, 0.42212, -0.69092, 0.00, 0.54004, -0.4314, -0.72266, -1.00, 0.9375, 0.86279, 0.23455, 0.91506
111, 36, 0.19204, 0.53107, -0.52439, -0.71533, 0.57129, -0.40283, 0.00, 0.31226, -0.25439, -0.91553, -1.00, 0.94189, 0.87354, 0.23207, 0.9079
112, 35, 0.17749, 0.51803, -0.51861, -0.58691, 0.42212, -0.69092, 0.00, 0.54004, -0.4314, -0.72266, -1.00, 0.9375, 0.86279, 0.23455, 0.91506
113, 37, 0.18845, 0.53355, -0.51627, -0.51953, 0.42822, -0.73926, 0.00, 0.57715, -0.46191, -0.67334, -1.00, 0.93652, 0.87305, 0.2352, 0.90802
114, 31, 0.15456, 0.52437, -0.51125, -0.375, 0.32666, -0.86768, 0.00, 0.68994, -0.52686, -0.49658, -1.00, 0.9248, 0.85742, 0.24256, 0.9184
115, 37, 0.18845, 0.53355, -0.51627, -0.51953, 0.42822, -0.73926, 0.00, 0.57715, -0.46191, -0.67334, -1.00, 0.93652, 0.87305, 0.2352, 0.90802
116, 35, 0.17749, 0.51803, -0.51861, -0.58691, 0.42212, -0.69092, 0.00, 0.54004, -0.4314, -0.72266, -1.00, 0.9375, 0.86279, 0.23455, 0.91506
117, 37, 0.18845, 0.53355, -0.51627, -0.51953, 0.42822, -0.73926, 0.00, 0.57715, -0.46191, -0.67334, -1.00, 0.93652, 0.87305, 0.2352, 0.90802
118, 38, 0.20183, 0.5444, -0.52575, -0.74121, 0.56689, -0.35938, 0.00, 0.27173, -0.23621, -0.93311, -1.00, 0.94189, 0.88281, 0.23192, 0.90174
119, 36, 0.19204, 0.53107, -0.52439, -0.71533, 0.57129, -0.40283, 0.00, 0.31226, -0.25439, -0.91553, -1.00, 0.94189, 0.87354, 0.23207, 0.9079
120, 37, 0.18845, 0.53355, -0.51627, -0.51953, 0.42822, -0.73926, 0.00, 0.57715, -0.46191, -0.67334, -1.00, 0.93652, 0.87305, 0.2352, 0.90802
121, 39, 0.19946, 0.54509, -0.51927, -0.61621, 0.44702, -0.64844, 0.00, 0.50244, -0.41089, -0.76074, -1.00, 0.93799, 0.88184, 0.23426, 0.9021
122, 38, 0.20183, 0.5444, -0.52575, -0.74121, 0.56689, -0.35938, 0.00, 0.27173, -0.23621, -0.93311, -1.00, 0.94189, 0.88281, 0.23192, 0.90174
123, 40, 0.22022, 0.56805, -0.52574, -0.72217, 0.62061, -0.30518, 0.00, 0.24146, -0.18701, -0.95215, -1.00, 0.94189, 0.89893, 0.23187, 0.89067
124, 38, 0.20183, 0.5444, -0.52575, -0.74121, 0.56689, -0.35938, 0.00, 0.27173, -0.23621, -0.93311, -1.00, 0.94189, 0.88281, 0.23192, 0.90174
125, 39, 0.19946, 0.54509, -0.51927, -0.61621, 0.44702, -0.64844, 0.00, 0.50244, -0.41089, -0.76074, -1.00, 0.93799, 0.88184, 0.23426, 0.9021
126, 39, 0.19946, 0.54509, -0.51927, -0.61621, 0.44702, -0.64844, 0.00, 0.50244, -0.41089, -0.76074, -1.00, 0.93799, 0.88184, 0.23426, 0.9021
127, 37, 0.18845, 0.53355, -0.51627, -0.51953, 0.42822, -0.73926, 0.00, 0.57715, -0.46191, -0.67334, -1.00, 0.93652, 0.87305, 0.2352, 0.90802
128, 41, 0.1822, 0.55807, -0.50778, -0.43384, 0.33545, -0.83594, 0.00, 0.65088, -0.5249, -0.54834, -1.00, 0.92432, 0.88184, 0.24263, 0.90231
129, 37, 0.18845, 0.53355, -0.51627, -0.51953, 0.42822, -0.73926, 0.00, 0.57715, -0.46191, -0.67334, -1.00, 0.93652, 0.87305, 0.2352, 0.90802
130, 31, 0.15456, 0.52437, -0.51125, -0.375, 0.32666, -0.86768, 0.00, 0.68994, -0.52686, -0.49658, -1.00, 0.9248, 0.85742, 0.24256, 0.9184
131, 41, 0.1822, 0.55807, -0.50778, -0.43384, 0.33545, -0.83594, 0.00, 0.65088, -0.5249, -0.54834, -1.00, 0.92432, 0.88184, 0.24263, 0.90231
132, 40, 0.22022, 0.56805, -0.52574, -0.72217, 0.62061, -0.30518, 0.00, 0.24146, -0.18701, -0.95215, -1.00, 0.94189, 0.89893, 0.23187, 0.89067
133, 39, 0.19946, 0.54509, -0.51927, -0.61621, 0.44702, -0.64844, 0.00, 0.50244, -0.41089, -0.76074, -1.00, 0.93799, 0.88184, 0.23426, 0.9021
134, 42, 0.21993, 0.57156, -0.51801, -0.55029, 0.43433, -0.71289, 0.00, 0.55664, -0.44556, -0.70117, -1.00, 0.9375, 0.90039, 0.23463, 0.8897
135, 41, 0.1822, 0.55807, -0.50778, -0.43384, 0.33545, -0.83594, 0.00, 0.65088, -0.5249, -0.54834, -1.00, 0.92432, 0.88184, 0.24263, 0.90231
136, 42, 0.21993, 0.57156, -0.51801, -0.55029, 0.43433, -0.71289, 0.00, 0.55664, -0.44556, -0.70117, -1.00, 0.9375, 0.90039, 0.23463, 0.8897
137, 39, 0.19946, 0.54509, -0.51927, -0.61621, 0.44702, -0.64844, 0.00, 0.50244, -0.41089, -0.76074, -1.00, 0.93799, 0.88184, 0.23426, 0.9021
138, 42, 0.21993, 0.57156, -0.51801, -0.55029, 0.43433, -0.71289, 0.00, 0.55664, -0.44556, -0.70117, -1.00, 0.9375, 0.90039, 0.23463, 0.8897
139, 43, 0.24583, 0.59444, -0.52645, -0.80273, 0.58008, -0.13782, 0.00, 0.09192, -0.10803, -0.98975, -1.00, 0.94287, 0.91943, 0.23131, 0.87691
140, 40, 0.22022, 0.56805, -0.52574, -0.72217, 0.62061, -0.30518, 0.00, 0.24146, -0.18701, -0.95215, -1.00, 0.94189, 0.89893, 0.23187, 0.89067
141, 42, 0.21993, 0.57156, -0.51801, -0.55029, 0.43433, -0.71289, 0.00, 0.55664, -0.44556, -0.70117, -1.00, 0.9375, 0.90039, 0.23463, 0.8897
142, 44, 0.24006, 0.59076, -0.5204, -0.57031, 0.4707, -0.67334, 0.00, 0.51465, -0.43433, -0.73926, -1.00, 0.93945, 0.91602, 0.23339, 0.8794
143, 43, 0.24583, 0.59444, -0.52645, -0.80273, 0.58008, -0.13782, 0.00, 0.09192, -0.10803, -0.98975, -1.00, 0.94287, 0.91943, 0.23131, 0.87691
144, 45, 0.25508, 0.61251, -0.5274, -0.82227, 0.56201, -0.08734, 0.00, 0.01793, -0.12793, -0.9917, -1.00, 0.94141, 0.93066, 0.23168, 0.86944
145, 43, 0.24583, 0.59444, -0.52645, -0.80273, 0.58008, -0.13782, 0.00, 0.09192, -0.10803, -0.98975, -1.00, 0.94287, 0.91943, 0.23131, 0.87691
146, 44, 0.24006, 0.59076, -0.5204, -0.57031, 0.4707, -0.67334, 0.00, 0.51465, -0.43433, -0.73926, -1.00, 0.93945, 0.91602, 0.23339, 0.8794
147, 42, 0.21993, 0.57156, -0.51801, -0.55029, 0.43433, -0.71289, 0.00, 0.55664, -0.44556, -0.70117, -1.00, 0.9375, 0.90039, 0.23463, 0.8897
